county,percentage w internet,matched edu,matched population,matched temp,matched humidity,matched emissions
"Gaines County, Texas",58.7,6.3,18921,48.3,65.5,374
"Galveston County, Texas",79.4,21.3,342139,62.5,65.5,374
"Garza County, Texas",63.9,8.6,6317,49.8,65.5,374
"Gillespie County, Texas",76,26.4,25357,55.4,65.5,374
"Glasscock County, Texas",73.1,19,1251,51.8,65.5,374
"Goliad County, Texas",61.1,11.5,7465,61.8,65.5,374
"Gonzales County, Texas",55,8.2,20312,60.8,65.5,374
"Gray County, Texas",64.6,9.6,23043,45,65.5,374
"Grayson County, Texas",72.3,13.6,136212,52.4,65.5,374
"Gregg County, Texas",68.2,13.7,123945,54,65.5,374
"Grimes County, Texas",70.6,13.3,26859,57.7,65.5,374
"Guadalupe County, Texas",79.9,18.1,166847,60,65.5,374
"Hale County, Texas",56.5,9.9,35764,45.4,65.5,374
"Hall County, Texas",55.5,11.7,3239,48.2,65.5,374
"Hamilton County, Texas",70.6,14.8,8310,54.4,65.5,374
"Hansford County, Texas",66.3,14,5555,43,65.5,374
"Hardeman County, Texas",65,11.7,4016,49.6,65.5,374
"Hardin County, Texas",72.5,12.2,57602,59.3,65.5,374
"Harris County, Texas",77.1,20.5,4713325,60.8,65.5,374
"Harrison County, Texas",66.1,13.5,66553,53.9,65.5,374
"Hartley County, Texas",83.7,14.3,6100,41.4,65.5,374
"Haskell County, Texas",58.8,11.3,5875,52.1,65.5,374
"Hays County, Texas",85.2,22.5,230191,57.4,65.5,374
"Hemphill County, Texas",63.8,12,4158,44,65.5,374
"Henderson County, Texas",68.5,12.8,82737,54.4,65.5,374
"Hidalgo County, Texas",58.9,10.8,868707,66.3,65.5,374
"Hill County, Texas",66.3,12.4,34823,55.7,65.5,374
"Hockley County, Texas",61.6,9.6,23530,46,65.5,374
"Hood County, Texas",82.9,20.6,61643,54.4,65.5,374
"Hopkins County, Texas",68.9,14.8,35565,53,65.5,374
"Houston County, Texas",59.3,11.4,22911,56.2,65.5,374
"Howard County, Texas",68.8,9.2,36147,51.7,65.5,374
"Hudspeth County, Texas",50.9,9.3,3318,49.4,65.5,374
"Hunt County, Texas",72,13.1,98594,53.4,65.5,374
"Hutchinson County, Texas",69.6,9.8,21819,44.4,65.5,374
"Irion County, Texas",69,13.6,1612,52.3,65.5,374
"Jack County, Texas",62.9,10,8957,51,65.5,374
"Jackson County, Texas",61.5,10.5,14591,62,65.5,374
"Jasper County, Texas",41.7,9.1,35649,58,65.5,374
"Jeff Davis County, Texas",74.4,22.1,2253,48.6,65.5,374
"Jefferson County, Texas",64.9,12.9,251565,60.8,65.5,374
"Jim Hogg County, Texas",39.4,7.1,5245,63.7,65.5,374
"Jim Wells County, Texas",61.6,10.3,40482,62.4,65.5,374
"Johnson County, Texas",78.1,12.4,175817,54.5,65.5,374
"Jones County, Texas",67.5,8.9,19859,51.5,65.5,374
"Karnes County, Texas",65.1,11.1,15081,61,65.5,374
"Kaufman County, Texas",78.3,12.3,136154,54.4,65.5,374
"Kendall County, Texas",88.6,29.7,47431,57.2,65.5,374
"Kenedy County, Texas",31,1,412,65.3,65.5,374
"Kent County, Texas",75.9,19.5,807,50.8,65.5,374
"Kerr County, Texas",78.4,20.3,52600,55.6,65.5,374
"Kimble County, Texas",64.3,18.3,4481,54.6,65.5,374
"King County, Texas",82.2,10.5,285,51.6,65.5,374
"Kinney County, Texas",56.3,15.1,3586,59.1,65.5,374
"Kleberg County, Texas",67.3,12.9,32101,63.8,65.5,374
"Knox County, Texas",66.1,12.3,3767,52.6,65.5,374
"Lamar County, Texas",62,12.8,49859,52.4,65.5,374
"Lamb County, Texas",57.8,7.5,13775,44.8,65.5,374
"Lampasas County, Texas",77.6,13.6,20222,53.9,65.5,374
"La Salle County, Texas",59.8,4.7,7369,60.8,65.5,374
"Lavaca County, Texas",62.4,12.7,19581,61.6,65.5,374
"Lee County, Texas",67.2,10.1,16628,57.7,65.5,374
"Leon County, Texas",62,11.1,16742,56.3,65.5,374
"Liberty County, Texas",61.8,6.2,88219,60,65.5,374
"Limestone County, Texas",57.7,11.6,23326,56,65.5,374
"Lipscomb County, Texas",72.3,14,3485,42.9,65.5,374
"Live Oak County, Texas",57.1,8.1,11867,61.4,65.5,374
"Llano County, Texas",79.2,22.8,19444,55.1,65.5,374
"Loving County, Texas",100,0,64,51.5,65.5,374
"Lubbock County, Texas",75.5,18.8,310569,46.8,65.5,374
"Lynn County, Texas",64.2,14.1,5723,48,65.5,374
"McCulloch County, Texas",70,11.8,8330,54.5,65.5,374
"McLennan County, Texas",71.4,15.1,256623,55.6,65.5,374
"McMullen County, Texas",62.9,8.9,764,60.8,65.5,374
"Madison County, Texas",65.8,9.9,13781,56.8,65.5,374
"Marion County, Texas",50.3,12.1,10235,53.6,65.5,374
"Martin County, Texas",70.9,11.8,5312,50.8,65.5,374
"Mason County, Texas",70.6,24.5,4128,55.1,65.5,374
"Matagorda County, Texas",62.5,12.9,36592,62.7,65.5,374
"Maverick County, Texas",53.1,8.8,58722,60.4,65.5,374
"Medina County, Texas",69,13.4,51584,60.1,65.5,374
"Menard County, Texas",44.5,20.8,2148,53.5,65.5,374
"Midland County, Texas",76.1,16.6,176832,51.8,65.5,374
"Milam County, Texas",59.9,10.5,24167,56,65.5,374
"Mills County, Texas",72,15.6,4907,53.8,65.5,374
"Mitchell County, Texas",58.4,6.8,9402,51.8,65.5,374
"Montague County, Texas",70.2,12.4,19503,50.6,65.5,374
"Montgomery County, Texas",84.1,22.2,607391,58.7,65.5,374
"Moore County, Texas",61.9,8,22141,43.3,65.5,374
"Morris County, Texas",61.8,9.4,12834,53,65.5,374
"Motley County, Texas",74,14,1196,48.7,65.5,374
"Nacogdoches County, Texas",71,14.1,65204,56.1,65.5,374
"Navarro County, Texas",65,10.9,50113,55.7,65.5,374
"Newton County, Texas",39.6,6.1,14140,58.1,65.5,374
"Nolan County, Texas",58.5,9.6,15037,51.6,65.5,374
"Nueces County, Texas",67.9,14.2,362294,63.3,65.5,374
"Ochiltree County, Texas",75.4,8.9,10806,42.9,65.5,374
"Oldham County, Texas",74.3,15.9,2102,43.5,65.5,374
"Orange County, Texas",71.1,10.8,83396,59.7,65.5,374
"Palo Pinto County, Texas",73.2,12.8,27889,53.2,65.5,374
"Panola County, Texas",66,10.3,23870,54.4,65.5,374
"Parker County, Texas",82.8,17.5,142878,53.2,65.5,374
"Parmer County, Texas",64.1,9.1,9965,43.7,65.5,374
"Pecos County, Texas",60.6,7.8,15697,52.9,65.5,374
"Polk County, Texas",68.5,10.1,51353,57.9,65.5,374
"Potter County, Texas",62.7,9.8,117415,44,65.5,374
"Presidio County, Texas",56.6,12,7201,52.2,65.5,374
"Rains County, Texas",65.7,12.4,11065,53.2,65.5,374
"Randall County, Texas",80.7,20.2,137713,44.2,65.5,374
"Reagan County, Texas",66.7,7.2,3601,52.3,65.5,374
"Real County, Texas",68.6,12.1,3350,56.6,65.5,374
"Red River County, Texas",62.2,11.3,12470,52.3,65.5,374
"Reeves County, Texas",61.4,7.8,13965,51.6,65.5,374
"Refugio County, Texas",57.3,7.3,7305,62.3,65.5,374
"Roberts County, Texas",87.2,16.2,831,44.5,65.5,374
"Robertson County, Texas",59.4,13,16486,56.9,65.5,374
"Rockwall County, Texas",91.3,26.9,104915,53.8,65.5,374
"Runnels County, Texas",63.8,11.3,10309,52.7,65.5,374
"Rusk County, Texas",66.6,10.9,54406,54.4,65.5,374
"Sabine County, Texas",69.2,13.3,10361,57.1,65.5,374
"San Augustine County, Texas",56.5,9.8,8769,57,65.5,374
"San Jacinto County, Texas",68.5,11.6,26856,57.7,65.5,374
"San Patricio County, Texas",68.1,10.2,66730,62.7,65.5,374
"San Saba County, Texas",65.4,12.1,6012,54.3,65.5,374
"Schleicher County, Texas",60.4,9.6,3206,52.4,65.5,374
"Scurry County, Texas",64.3,10.4,17302,51,65.5,374
"Shackelford County, Texas",66.6,21.8,3375,52.1,65.5,374
"Shelby County, Texas",57.1,8.9,25792,55.4,65.5,374
"Sherman County, Texas",63.3,12.2,3093,42,65.5,374
"Smith County, Texas",64,17.6,232751,53.7,65.5,374
"Somervell County, Texas",84,20.9,8658,55,65.5,374
"Starr County, Texas",48.5,6,64633,65.6,65.5,374
"Stephens County, Texas",58,10.8,9247,52.4,65.5,374
"Sterling County, Texas",82.7,11.5,1219,52,65.5,374
"Stonewall County, Texas",70.9,7.7,1432,51.6,65.5,374
"Sutton County, Texas",52,11.3,4006,53.5,65.5,374
"Swisher County, Texas",56.6,10,7763,45,65.5,374
"Tarrant County, Texas",81.2,20.7,2102515,53.8,65.5,374
"Taylor County, Texas",73.5,16.4,138034,52,65.5,374
"Terrell County, Texas",69.9,19.5,903,54.7,65.5,374
"Terry County, Texas",56.9,7.1,12743,47,65.5,374
"Throckmorton County, Texas",63,14.9,1600,52.3,65.5,374
"Titus County, Texas",58.2,10.3,32581,52.7,65.5,374
"Tom Green County, Texas",72.5,16,119200,52.5,65.5,374
"Travis County, Texas",87.3,35,1273954,56.7,65.5,374
"Trinity County, Texas",60.1,10.2,14393,57,65.5,374
"Tyler County, Texas",61.1,10.1,21464,57.9,65.5,374
"Upshur County, Texas",69,12.3,41753,53.3,65.5,374
"Upton County, Texas",55.7,9.8,3372,53.2,65.5,374
"Uvalde County, Texas",63.1,12.1,26926,59.4,65.5,374
"Val Verde County, Texas",61,11.6,49025,56.8,65.5,374
"Van Zandt County, Texas",68.8,10.8,56590,53.6,65.5,374
"Victoria County, Texas",65.2,12.4,92084,61.9,65.5,374
"Walker County, Texas",72.4,12.2,72971,56.8,65.5,374
"Waller County, Texas",74.9,12.4,55246,59.7,65.5,374
"Ward County, Texas",62.5,7.6,11244,52.8,65.5,374
"Washington County, Texas",67.4,19.4,34147,59,65.5,374
"Webb County, Texas",61.8,10.4,276652,61.6,65.5,374
"Wharton County, Texas",59.5,12.1,41556,61.6,65.5,374
"Wheeler County, Texas",63.8,9.3,5751,45.3,65.5,374
"Wichita County, Texas",70.1,14.8,132230,51.1,65.5,374
"Wilbarger County, Texas",65.1,10,13131,51,65.5,374
"Willacy County, Texas",52.8,5.7,21921,66.6,65.5,374
"Williamson County, Texas",89.8,26.9,590551,55.4,65.5,374
"Wilson County, Texas",78.5,15.2,51070,60.7,65.5,374
"Winkler County, Texas",60.5,5.7,7606,51.9,65.5,374
"Wise County, Texas",75.5,12.3,69984,52,65.5,374
"Wood County, Texas",70.3,13.8,45539,52.9,65.5,374
"Yoakum County, Texas",57.1,7.3,8184,46.4,65.5,374
"Young County, Texas",63.1,16,18341,51.6,65.5,374
"Zapata County, Texas",44.1,6.8,14390,64,65.5,374
"Zavala County, Texas",48.7,7.2,12156,60.5,65.5,374
"Beaver County, Utah",76.2,14.1,7072,31.9,55,37
"Box Elder County, Utah",85.9,13.4,57666,29.6,55,37
"Cache County, Utah",89.8,18.5,133154,28,55,37
"Carbon County, Utah",76.4,10.9,20412,28.8,55,37
"Daggett County, Utah",84,6,935,25.9,55,37
"Davis County, Utah",90.7,21.7,362679,33.3,55,37
"Duchesne County, Utah",74.9,8.2,19596,26.4,55,37
"Emery County, Utah",75.9,10.2,9825,34.3,55,37
"Garfield County, Utah",81.7,17.4,5083,33.4,55,37
"Grand County, Utah",83.7,22.6,9669,34.6,55,37
"Iron County, Utah",84.7,15.1,57289,33,55,37
"Juab County, Utah",78.7,10.4,11786,32,55,37
"Kane County, Utah",85.5,21.7,7667,36.2,55,37
"Millard County, Utah",81.9,13.7,12975,32.3,55,37
"Morgan County, Utah",92.9,20.9,12295,28.3,55,37
"Piute County, Utah",66.9,20,1438,29.1,55,37
"Rich County, Utah",86.4,12.4,2510,24.7,55,37
"Salt Lake County, Utah",87.1,22.4,1185238,33.3,55,37
"San Juan County, Utah",56.9,12.1,14518,36.6,55,37
"Sanpete County, Utah",84.3,13.3,28437,29.3,55,37
"Sevier County, Utah",81.9,13.1,21522,29.7,55,37
"Summit County, Utah",92,37,42357,24.3,55,37
"Tooele County, Utah",85.7,12.9,72698,32.4,55,37
"Uintah County, Utah",75.6,9.6,35620,29.2,55,37
"Utah County, Utah",92.5,19.3,659399,30.8,55,37
"Wasatch County, Utah",91,25,34788,26.5,55,37
"Washington County, Utah",85.4,18.2,180279,40,55,37
"Wayne County, Utah",83.6,17.6,2486,35.1,55,37
"Weber County, Utah",84.1,15.2,262223,30.7,55,37
"Addison County, Vermont",81.6,28.1,37363,39.7,67.5,0
"Bennington County, Vermont",82.3,25.5,37347,39,67.5,0
"Caledonia County, Vermont",76,21.9,30233,36.7,67.5,0
"Chittenden County, Vermont",86.2,33.8,168323,41,67.5,0
"Essex County, Vermont",75.5,14.8,5920,36,67.5,0
"Franklin County, Vermont",78.1,18.3,49946,40.4,67.5,0
"Grand Isle County, Vermont",87.1,31,7293,42.4,67.5,0
"Lamoille County, Vermont",78.6,28.2,25945,38,67.5,0
"Orange County, Vermont",78.5,23.2,29277,38.1,67.5,0
"Orleans County, Vermont",75.1,17.4,27393,37.2,67.5,0
"Rutland County, Vermont",79.5,22.7,60572,39,67.5,0
"Washington County, Vermont",80.5,30.5,59807,38,67.5,0
"Windham County, Vermont",84,27.5,45905,39.4,67.5,0
"Windsor County, Vermont",81.6,27.6,57753,39,67.5,0
"Accomack County, Virginia",61.7,14.2,33148,53.2,68,40
"Albemarle County, Virginia",86.1,39.7,109330,50.3,68,40
"Alleghany County, Virginia",60.7,10.1,16161,45.3,68,40
"Amelia County, Virginia",64,13.2,12745,51,68,40
"Amherst County, Virginia",69,15.2,32178,48.8,68,40
"Appomattox County, Virginia",68.4,15.9,15255,49.7,68,40
"Arlington County, Virginia",91.4,55.9,236842,50.2,68,40
"Augusta County, Virginia",72.3,16.4,75558,46.9,68,40
"Bath County, Virginia",63.5,12.7,4616,44.5,68,40
"Bedford County, Virginia",78.3,22.4,78997,49.2,68,40
"Bland County, Virginia",54.9,9.9,6735,43.7,68,40
"Botetourt County, Virginia",75.6,20.1,33002,47.3,68,40
"Brunswick County, Virginia",58.7,10.8,16973,52,68,40
"Buchanan County, Virginia",56.1,8.1,23597,46.7,68,40
"Buckingham County, Virginia",61.5,9.5,17136,50.2,68,40
"Campbell County, Virginia",68.8,17.1,54885,49.8,68,40
"Caroline County, Virginia",74.3,15.4,29298,50.5,68,40
"Carroll County, Virginia",60.8,11.2,29883,46.1,68,40
"Charles City County, Virginia",63.1,12.4,7130,52.7,68,40
"Charlotte County, Virginia",56,9.5,12305,50,68,40
"Chesterfield County, Virginia",85.4,26.7,352802,51.6,68,40
"Clarke County, Virginia",79.9,25.6,14348,47.6,68,40
"Craig County, Virginia",62.4,16,5210,45.8,68,40
"Culpeper County, Virginia",79.6,16.8,52605,49.1,68,40
"Cumberland County, Virginia",61.5,12.2,9841,50.3,68,40
"Dickenson County, Virginia",56.7,7.9,15486,46.3,68,40
"Dinwiddie County, Virginia",68.9,13,27904,51.9,68,40
"Essex County, Virginia",63,11.3,11229,51.4,68,40
"Fairfax County, Virginia",92.4,42.4,1147532,49.8,68,40
"Fauquier County, Virginia",82.7,25,71222,48.8,68,40
"Floyd County, Virginia",66.9,16.4,15528,45.2,68,40
"Fluvanna County, Virginia",83.9,27.1,25977,50.2,68,40
"Franklin County, Virginia",74.1,16.6,56042,48.5,68,40
"Frederick County, Virginia",79.5,18.3,89313,46.2,68,40
"Giles County, Virginia",60,14,16925,45.2,68,40
"Gloucester County, Virginia",78.2,17.8,36834,52.8,68,40
"Goochland County, Virginia",80.6,35.6,21626,50.1,68,40
"Grayson County, Virginia",60.6,12.7,15161,43.9,68,40
"Greene County, Virginia",84.4,21.8,18804,49,68,40
"Greensville County, Virginia",65.6,8.4,11886,52.9,68,40
"Halifax County, Virginia",54.1,11.2,35401,50.4,68,40
"Hanover County, Virginia",84.8,27.6,107766,50.7,68,40
"Henrico County, Virginia",82.6,30.7,330818,51.7,68,40
"Henry County, Virginia",61.3,11.2,50557,49.7,68,40
"Highland County, Virginia",73.5,23.5,2215,42.7,68,40
"Isle of Wight County, Virginia",76.8,21,35656,53.6,68,40
"James City County, Virginia",87.9,37,76523,53,68,40
"King and Queen County, Virginia",62.2,19.5,7130,51.2,68,40
"King George County, Virginia",83,25.3,24926,51.6,68,40
"King William County, Virginia",77.2,17.7,16097,51.2,68,40
"Lancaster County, Virginia",65.7,26.2,11148,52,68,40
"Lee County, Virginia",52.4,6.8,25185,47.4,68,40
"Loudoun County, Virginia",93.7,38.9,413538,48.4,68,40
"Louisa County, Virginia",74.4,19.7,33945,49.2,68,40
"Lunenburg County, Virginia",58.9,8.9,12527,50.9,68,40
"Madison County, Virginia",72.8,17.9,13200,48.3,68,40
"Mathews County, Virginia",74.3,22.3,8897,53,68,40
"Mecklenburg County, Virginia",62.5,16.8,31426,51.5,68,40
"Middlesex County, Virginia",68.3,20.6,10762,52,68,40
"Montgomery County, Virginia",81.7,26.3,98535,46.5,68,40
"Nelson County, Virginia",73.1,23.2,14789,49.1,68,40
"New Kent County, Virginia",85.9,27,19507,51.8,68,40
"Northampton County, Virginia",67.1,18.9,12125,53.6,68,40
"Northumberland County, Virginia",77.2,26,12200,52,68,40
"Nottoway County, Virginia",61.4,10.9,15773,51,68,40
"Orange County, Virginia",74.1,19.2,34689,49.4,68,40
"Page County, Virginia",63.2,10.5,23821,46.9,68,40
"Patrick County, Virginia",63.8,11,18368,48.3,68,40
"Pittsylvania County, Virginia",63.9,11.4,60354,49.8,68,40
"Powhatan County, Virginia",85.6,23.6,28259,50.7,68,40
"Prince Edward County, Virginia",63.8,14.7,22802,50.1,68,40
"Prince George County, Virginia",83.5,16.7,37253,52.6,68,40
"Prince William County, Virginia",89.9,26.7,470335,50,68,40
"Pulaski County, Virginia",65.9,14.6,34507,45.8,68,40
"Rappahannock County, Virginia",81.3,25,7478,47.6,68,40
"Richmond County, Virginia",64.3,14,8953,51.7,68,40
"Roanoke County, Virginia",78.9,26,94186,47.8,68,40
"Rockbridge County, Virginia",67.1,21.1,22307,46.7,68,40
"Rockingham County, Virginia",73.1,18.4,81948,46.8,68,40
"Russell County, Virginia",55,7.2,28264,46.4,68,40
"Scott County, Virginia",58.8,10.8,22640,48.1,68,40
"Shenandoah County, Virginia",70,14,43616,46.5,68,40
"Smyth County, Virginia",64.8,10.5,31652,44.8,68,40
"Southampton County, Virginia",71.8,14.1,18128,53.2,68,40
"Spotsylvania County, Virginia",86.7,21.2,136215,49.4,68,40
"Stafford County, Virginia",89.6,26.1,152882,50.5,68,40
"Surry County, Virginia",64.3,14.9,6765,52.9,68,40
"Sussex County, Virginia",59.4,9.3,11810,52.5,68,40
"Tazewell County, Virginia",61.8,11.3,40595,44.2,68,40
"Warren County, Virginia",78.7,14.4,40164,47.3,68,40
"Washington County, Virginia",70.1,18,53740,46.8,68,40
"Westmoreland County, Virginia",65.2,13.9,17612,52,68,40
"Wise County, Virginia",63.3,10.8,37383,45.6,68,40
"Wythe County, Virginia",62.7,13.7,29344,44.9,68,40
"York County, Virginia",89.4,33.5,68280,53.6,68,40
"Alexandria city, Virginia",88.1,48.9,159428,50.7,68,40
"Bristol city, Virginia",65.9,15.3,17341,48.4,68,40
"Buena Vista city, Virginia",64.7,11.5,6680,47.8,68,40
"Charlottesville city, Virginia",82.7,35.8,47266,50.8,68,40
"Chesapeake city, Virginia",84.8,23.1,244835,54.5,68,40
"Colonial Heights city, Virginia",73.5,18.3,17634,52.2,68,40
"Covington city, Virginia",59.2,10.4,5818,46.6,68,40
"Danville city, Virginia",58.1,13,40044,50.8,68,40
"Emporia city, Virginia",55.2,7.2,5588,53,68,40
"Fairfax city, Virginia",92.6,40.3,23973,49.4,68,40
"Falls Church city, Virginia",95.5,57.4,13508,49.5,68,40
"Franklin city, Virginia",64.6,12.5,8638,53.5,68,40
"Fredericksburg city, Virginia",82,26.5,28132,50,68,40
"Galax city, Virginia",68.5,10.6,7035,45.9,68,40
"Hampton city, Virginia",80.2,18,134510,54.3,68,40
"Harrisonburg city, Virginia",77.4,18.2,53016,48,68,40
"Hopewell city, Virginia",66.1,8.6,22163,52.7,68,40
"Lexington city, Virginia",72.9,21.7,7170,55,68,40.00
"Lynchburg city, Virginia",75.8,19.9,82168,50.2,68,40
"Manassas city, Virginia",83.9,20.3,41085,49.8,68,40
"Manassas Park city, Virginia",82.1,17.9,16149,49.8,68,40
"Martinsville city, Virginia",60.9,13.6,13755,49.8,68,40
"Newport News city, Virginia",75.8,18.3,179225,54,68,40
"Norfolk city, Virginia",74.3,19,242742,55,68,40
"Norton city, Virginia",66.3,14.9,4017,45.9,68,40
"Petersburg city, Virginia",61.9,13.4,32538,52.2,68,40
"Poquoson city, Virginia",89.8,30.6,12104,54.1,68,40
"Portsmouth city, Virginia",70.4,14,94398,55,68,40
"Radford city, Virginia",77,19.5,17184,46.5,68,40
"Richmond city, Virginia",73.5,28.8,230436,51.6,68,40
"Roanoke city, Virginia",64.9,17.4,99143,48.8,68,40
"Salem city, Virginia",73.4,20.7,25299,48.8,68,40
"Staunton city, Virginia",71.5,22.6,24350,48.3,68,40
"Suffolk city, Virginia",79.9,20,92108,54,68,40
"Virginia Beach city, Virginia",86.3,25.6,449974,55.1,68,40
"Waynesboro city, Virginia",74.1,21.3,21263,49,68,40
"Williamsburg city, Virginia",84.2,25.6,15206,53.1,68,40
"Winchester city, Virginia",75.7,23.5,27216,46.8,68,40
"Adams County, Washington",56.5,7.8,19067,30.6,72.5,22
"Asotin County, Washington",79.8,17.3,22110,32.4,72.5,22
"Benton County, Washington",82.6,20.2,204390,35,72.5,22
"Chelan County, Washington",78.2,17.9,77200,26.8,72.5,22
"Clallam County, Washington",80.1,22,77331,38.2,72.5,22
"Clark County, Washington",86.6,21,488241,40.9,72.5,22
"Columbia County, Washington",76.3,19.1,4032,31.8,72.5,22
"Cowlitz County, Washington",77.9,11.6,110593,39.4,72.5,22
"Douglas County, Washington",77.3,13.4,43429,27.1,72.5,22
"Ferry County, Washington",65.6,16.6,7646,23.4,72.5,22
"Franklin County, Washington",77.7,10.8,95222,34.6,72.5,22
"Garfield County, Washington",78.7,19.4,2256,32.4,72.5,22
"Grant County, Washington",72.9,10.8,97733,30.7,72.5,22
"Grays Harbor County, Washington",74.8,11.5,75061,39.8,72.5,22
"Island County, Washington",88.9,24.7,85141,40.3,72.5,22
"Jefferson County, Washington",84.5,37.7,30076,35.6,72.5,22
"King County, Washington",88.8,37.8,2252782,37.5,72.5,22
"Kitsap County, Washington",88.6,23.8,271473,40.8,72.5,22
"Kittitas County, Washington",85.2,20.5,47935,30.5,72.5,22
"Klickitat County, Washington",78.9,24,20866,33,72.5,22
"Lewis County, Washington",77.2,13.3,80707,37.4,72.5,22
"Lincoln County, Washington",79.9,19.1,10301,27,72.5,22
"Mason County, Washington",81.9,13,66768,38.2,72.5,22
"Okanogan County, Washington",72.4,14.1,42243,24.3,72.5,22
"Pacific County, Washington",78.1,17.1,20498,41,72.5,22
"Pend Oreille County, Washington",78.3,16.5,12896,24.2,72.5,22
"Pierce County, Washington",84.6,18.4,904980,37.2,72.5,22
"San Juan County, Washington",88.3,45.2,15875,40.5,72.5,22
"Skagit County, Washington",83.1,19.1,129205,34.9,72.5,22
"Skamania County, Washington",79.6,20.8,11274,34.7,72.5,22
"Snohomish County, Washington",87.6,22.5,822083,35.8,72.5,22
"Spokane County, Washington",81.5,21.3,522798,29.2,72.5,22
"Stevens County, Washington",73.8,14.6,45723,25.3,72.5,22
"Thurston County, Washington",85.8,24.7,290536,40,72.5,22
"Wahkiakum County, Washington",81.9,16.8,4042,41,72.5,22
"Walla Walla County, Washington",81.7,18.9,60760,36,72.5,22
"Whatcom County, Washington",85.3,23,229247,32.9,72.5,22
"Whitman County, Washington",89.1,24,50104,32.4,72.5,22
"Yakima County, Washington",68.4,10.7,250873,31.6,72.5,22
"Barbour County, West Virginia",64.7,10.2,15465,45.2,71,76
"Berkeley County, West Virginia",76.5,15.2,122076,46.1,71,76
"Boone County, West Virginia",66.3,8.4,21809,46.8,71,76
"Braxton County, West Virginia",61.6,11.7,12447,47.9,71,76
"Brooke County, West Virginia",69.8,14.4,22559,44.4,71,76
"Cabell County, West Virginia",66.8,17.9,94350,47.2,71,76
"Calhoun County, West Virginia",65.6,10.6,6229,47.1,71,76
"Clay County, West Virginia",58.6,7.5,8051,47.4,71,76
"Doddridge County, West Virginia",62.5,13.3,7808,45.4,71,76
"Fayette County, West Virginia",63.7,11.7,40488,45.1,71,76
"Gilmer County, West Virginia",67.2,12.6,7408,46.9,71,76
"Grant County, West Virginia",58.4,9.8,10976,42.7,71,76
"Greenbrier County, West Virginia",66.8,15.7,32977,43.3,71,76
"Hampshire County, West Virginia",69.3,9.2,23093,44.3,71,76
"Hancock County, West Virginia",69,12.1,29095,43.3,71,76
"Hardy County, West Virginia",72.1,9.8,14299,44.1,71,76
"Harrison County, West Virginia",70.4,16.9,65921,45.6,71,76
"Jackson County, West Virginia",61.4,13.3,27791,45.8,71,76
"Jefferson County, West Virginia",81.4,21.7,57701,47.2,71,76
"Kanawha County, West Virginia",67.6,19.1,180745,46.8,71,76
"Lewis County, West Virginia",63.5,10.6,17033,46.1,71,76
"Lincoln County, West Virginia",70,5.5,20463,47.7,71,76
"Logan County, West Virginia",66.2,8.9,32567,47.5,71,76
"McDowell County, West Virginia",57.4,4.8,19111,45.9,71,76
"Marion County, West Virginia",70.9,15.9,56205,45.4,71,76
"Marshall County, West Virginia",67.7,13.8,30591,44.3,71,76
"Mason County, West Virginia",65.9,13,25453,44.8,71,76
"Mercer County, West Virginia",62.5,14.2,59664,43.9,71,76
"Mineral County, West Virginia",71.2,12.7,26938,43.8,71,76
"Mingo County, West Virginia",55.2,7.2,23568,48.1,71,76
"Monongalia County, West Virginia",82.8,27.4,105822,44.8,71,76
"Monroe County, West Virginia",62.2,12.4,12376,45.2,71,76
"Morgan County, West Virginia",73.5,14.6,17063,45,71,76
"Nicholas County, West Virginia",63.5,13.1,24604,45.3,71,76
"Ohio County, West Virginia",69.5,21.9,42425,44.3,71,76
"Pendleton County, West Virginia",60.6,15.6,6143,43.1,71,76
"Pleasants County, West Virginia",73.8,7.4,7653,45.7,71,76
"Pocahontas County, West Virginia",64.9,11.1,7869,41.1,71,76
"Preston County, West Virginia",68.6,11.9,34216,42.9,71,76
"Putnam County, West Virginia",75,18.2,57440,46.3,71,76
"Raleigh County, West Virginia",65.8,14.2,74591,44.5,71,76
"Randolph County, West Virginia",60.8,11.8,27932,42,71,76
"Ritchie County, West Virginia",66.6,10,8444,46,71,76
"Roane County, West Virginia",60.2,9.2,14028,46.7,71,76
"Summers County, West Virginia",55.5,13.3,11959,45.2,71,76
"Taylor County, West Virginia",68.5,14,16705,46,71,76
"Tucker County, West Virginia",67.5,15.5,6762,41.1,71,76
"Tyler County, West Virginia",69.2,12.6,8313,45.4,71,76
"Upshur County, West Virginia",65.4,11.4,23816,45.2,71,76
"Wayne County, West Virginia",67.1,13,38982,47.8,71,76
"Webster County, West Virginia",59.9,7.5,8378,44.6,71,76
"Wetzel County, West Virginia",64.6,9.6,14442,44.6,71,76
"Wirt County, West Virginia",67.9,8.9,5194,46.6,71,76
"Wood County, West Virginia",70.6,15.7,84296,46.6,71,76
"Wyoming County, West Virginia",55,8.4,21382,45.9,71,76
"Adams County, Wisconsin",68.1,11.6,20654,37.1,71,45
"Ashland County, Wisconsin",71.1,12.8,16027,31.8,71,45
"Barron County, Wisconsin",73.6,14.2,46711,32.6,71,45
"Bayfield County, Wisconsin",78.7,22.9,16220,31.8,71,45
"Brown County, Wisconsin",78.7,19.9,268740,37.9,71,45
"Buffalo County, Wisconsin",71.4,13.7,13317,35.4,71,45
"Burnett County, Wisconsin",69.8,15.1,16526,33.1,71,45
